,P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
24,K2-323 b,Transit,K2,2020,9/9/2020,5.06,,,0,M-R relationship,2.1,-0.11,0.09,0,24.93,-0.006,0.006,0,0.1275,-0.0072,0.0055,0,,,,0,89.88,-1.29,1.08,0,,,,0,K2-323,,,,159.42099,6.2858689,10h37m41.04s,+06d17m09.13s,14.935,-0.114,0.114,118.318,-0.548,0.553,3710.0,-118.0,118.0,0,0.48,-0.09,0.09,0,0.55,-0.02,0.02,0,,,,0,,,,0,-1.339,-0.115,0.091,0,4.63,-0.13,0.13,0,1.5522641,2.4095238,1.1473923,0.54637728,0.002796395,0.1275,0.1275,0.1275,0.1275,2.8182507,2.8182507,2.8182507,330.06131,330.06131,330.06131,372.75238,372.75238,372.75238,Superterran,M,10 37 41.04,+06 17 09.13,0.045814189,0.17455171,0.44825568,0.22109594,0.42498071,0.23434415,0.42498071,0.21342519,0.42498071,0.57791473,0.045497976,0.36121425,0,0,Hot,0,0.5800733,Sextans,Sex,Sextant
25,EPIC 212737443 c,Transit,K2,2019,7/19/2019,7.7,,,0,M-R relationship,2.69,-0.146,0.146,0,65.55,-0.0089,0.0089,0,0.28,-0.006,0.006,0,0.2,-0.2,0.2,0,89.63,-0.044,0.044,0,,,,0,EPIC 212737443,,,K3,204.22151,-7.3180577,13h36m53.16s,-07d19m05.01s,14.81,-0.137,0.137,336.25,-4.615,4.743,4684.0,-79.0,79.0,0,0.69,-0.04,0.04,0,0.67,-0.02,0.02,0,-0.137,-0.127,0.127,0,,,,0,-0.804,-0.014,0.014,0,4.62,-0.02,0.02,0,1.6918787,2.8624535,1.0641091,0.3955796,0.005007033,0.2856,0.224,0.336,0.28141873,2.0443174,1.3909818,3.129709,302.2896,276.64962,338.8252,,312.43227,382.64982,Neptunian,K,13 36 53.16,-07 19 05.01,0.15703628,0.31472563,0.77111109,0.39864837,0.73108136,0.42203761,0.73108136,0.38485432,0.73108136,1.0699507,0.27368244,0.40766256,0,0,Hot,0,0.59538025,Virgo,Vir,Virgin
26,GJ 180 c,Radial Velocity,Multiple Observatories,2014,10/4/2019,6.4,-4.1,3.7,0,Msini,2.41,,,0,24.329,-0.066,0.052,0,0.129,-0.017,0.007,0,0.09,-0.09,0.2,0,,,,0,230.0,,,0,GJ 180,,HIP 22762,M2 V,73.460097,-17.776194,04h53m50.42s,-17d46m34.30s,10.914,-0.026,0.026,11.9407,-0.0045,0.0045,3371.0,,,0,0.43,,,0,0.41,-0.01,0.01,0,,,,0,,,,0,-1.886,,,0,4.81,0.0,0.0,0,1.6296017,2.6556017,1.1019094,0.45722382,0.002888375,0.12952245,0.11739,0.14061,0.12913096,0.7844886,0.65760875,0.94349107,239.37816,229.39904,251.06383,270.34001,259.07017,283.53715,Superterran,M,04 53 50.42,-17 46 34.30,0.013001696,0.093401973,0.24391761,0.11830664,0.23125068,0.12544284,0.23125068,0.11419407,0.23125068,0.30786744,0.024498181,0.34820949,1,1,Warm,2,0.69540275,Eridanus,Eri,River
27,GJ 433 d,Radial Velocity,Multiple Facilities,2020,2/6/2020,5.223,-0.921,0.921,0,Msini,2.14,,,0,36.059,-0.016,0.016,0,0.178,-0.006,0.006,0,0.07,-0.05,0.05,0,,,,0,159.0,-82.0,82.0,0,GJ 433,,HIP 56528,M2V,173.86192,-32.54363,11h35m26.86s,-32d32m37.07s,9.81,-0.1,0.1,9.06456,-0.00367,0.00367,3461.0,-150.0,150.0,0,0.48,,,0,0.47,-0.01,0.01,0,-0.17,,,0,,,,0,-1.475,-0.116,0.092,0,4.76,-0.01,0.01,0,1.5622593,2.4406542,1.1404926,0.53294048,0.003669282,0.1784361,0.16554,0.19046,0.1781092,1.0598066,0.92340546,1.2223458,258.2299,249.71683,267.85406,291.6301,282.01592,302.49907,Superterran,M,11 35 26.86,-32 32 37.07,0.033496544,0.14976414,0.38938678,0.18969768,0.36916636,0.20112079,0.36916636,0.18310707,0.36916636,0.49415565,0.029662565,0.36121425,1,0,Warm,2,0.74246005,Hydra,Hya,Water Snake
28,TOI-1680 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,10/21/2023,2.75,,,0,M-R relationship,1.466,-0.049,0.063,0,4.8026345,-3.9e-06,4e-06,0,0.03144,-0.00026,0.00025,0,,,,0,89.58,-0.22,0.26,0,,,,0,TOI-1680,,,M4.5+/-0.5,292.31398,65.973802,19h29m15.35s,+65d58m25.69s,15.87,-0.2,0.2,37.2209,-0.0614,0.0617,3225.0,-100.0,99.0,0,0.18,0.0,0.0,0,0.21,0.0,0.01,0,0.04,-0.2,0.2,0,,,,0,-2.363,-0.059,0.058,0,5.05,-0.02,0.03,0,1.3696177,1.8758527,1.2795721,0.87283225,0.000780347,0.03144,0.03144,0.03144,0.03144,4.3856597,4.3856597,4.3856597,368.64508,368.64508,368.64508,416.32669,416.32669,416.32669,Terran,M,19 29 15.35,+65 58 25.69,0.004335109,0.054015794,0.14205792,0.068418218,0.1346801,0.072556028,0.1346801,0.06603763,0.1346801,0.17777217,0.014260518,0.26048054,0,0,Hot,0,0.53583288,Draco,Dra,Dragon
29,G 264-012 c,Radial Velocity,Calar Alto Observatory,2021,7/12/2021,3.75,-0.47,0.48,0,Msini,1.76,,,0,8.0518,-0.0034,0.0034,0,0.0525,-0.0014,0.0014,0,,,,0,,,,0,,,,0,G 264-012,,,M4.0 V,326.67196,66.803848,21h46m41.27s,+66d48m13.85s,13.078,-0.052,0.052,16.009,-0.0103,0.0104,3326.0,-54.0,54.0,0,0.3,-0.02,0.02,0,0.3,-0.01,0.01,0,0.1,-0.19,0.19,0,,,,0,-1.972,-0.005,0.004,0,4.85,-0.06,0.06,0,1.4596855,2.1306818,1.2106147,0.68784924,0.00121875,0.0525,0.0525,0.0525,0.0525,3.8697365,3.8697365,3.8697365,357.28934,357.28934,357.28934,403.50217,403.50217,403.50217,Superterran,M,21 46 41.27,+66 48 13.85,0.010665961,0.084638445,0.22151539,0.10720626,0.21001156,0.11367823,0.21001156,0.1034785,0.21001156,0.27884558,0.020111422,0.30883383,0,0,Hot,0,0.54005486,Cepheus,Cep,Cepheus
30,K2-3 c,Transit,K2,2015,7/10/2023,2.68,-0.85,0.85,0,Mass,1.582,-0.051,0.057,0,24.646729,-4.2e-05,4.4e-05,0,0.1357,-0.0022,0.0023,0,0.048,-0.035,0.073,0,89.84,-0.14,0.11,0,-180.0,-110.0,100.0,0,K2-3,,,M V,172.33537,-1.4551364,11h29m20.49s,-01d27m18.49s,12.168,-0.009,0.009,44.0727,-0.10815,0.10815,3844.0,-63.0,61.0,0,0.55,-0.03,0.03,0,0.55,-0.02,0.02,0,-0.157,-0.08,0.075,0,6.9,-4.7,4.7,0,-1.231,-0.014,0.013,0,4.7,-0.03,0.02,0,1.3015599,1.6940582,1.0708332,0.67688573,0.00219075,0.13585633,0.1291864,0.1422136,0.13573911,3.1940462,2.9048101,3.5201925,340.406,332.56699,348.93241,384.43509,375.58216,394.06433,Terran,M,11 29 20.49,-01 27 18.49,0.058748935,0.19721117,0.5030609,0.2497981,0.47694149,0.26472451,0.47694149,0.24113721,0.47694149,0.65443085,0.059934797,0.40440878,0,0,Hot,0,0.59721169,Leo,Leo,Lion
31,GJ 411 b,Radial Velocity,Haute-Provence Observatory,2019,5/24/2022,2.69,-0.18,0.19,0,Msini,1.45,,,0,12.9394,-0.0013,0.0014,0,0.07879,-0.00055,0.00056,0,0.063,-0.043,0.061,0,,,,0,-30.0,-120.0,180.0,0,GJ 411,HD 95735,HIP 54035,M1.5 V,165.83447,35.972317,11h03m20.27s,+35d58m20.34s,7.49,-0.1,0.1,5.675773,-0.0059099,0.0059099,3719.0,-31.0,21.0,0,0.39,-0.01,0.01,0,0.37,-0.01,0.01,0,-0.362,-0.069,0.087,0,8.047,-4.523,3.958,0,-1.71,-0.03,0.028,0,4.9,-0.01,0.01,0,1.3620471,1.8551724,1.2794293,0.882365,0.001405697,0.078946359,0.07382623,0.08375377,0.078829141,3.1471785,2.7796574,3.5774916,339.0442,328.92549,350.34374,382.89714,371.46965,395.6582,Terran,M,11 03 20.27,+35 58 20.34,0.019498446,0.11385764,0.29225936,0.14421782,0.2770843,0.15285785,0.2770843,0.13921453,0.2770843,0.37701946,0.043116973,0.36998607,0,0,Hot,0,0.61154459,Ursa Major,UMa,Big Bear
32,GJ 687 b,Radial Velocity,Lick Observatory,2014,9/20/2021,17.2,-1.0,1.0,0,Msini,4.32,,,0,38.142,-0.007,0.007,0,0.163,-0.003,0.003,0,0.17,-0.05,0.05,0,,,,0,117.0,-19.0,19.0,0,GJ 687,,HIP 86162,M3 V,264.10417,68.333674,17h36m25.00s,+68d20m01.23s,9.15,-0.1,0.1,4.54939,-0.00068,0.00068,3413.0,-28.0,28.0,0,0.4,-0.02,0.02,0,0.42,-0.01,0.01,0,0.063,-0.078,0.078,0,,,,0,-1.672,-0.005,0.005,0,4.86,-0.01,0.01,0,1.995365,3.9814815,0.92163923,0.21334241,0.004741042,0.16535535,0.13529,0.19071,0.1635945,0.81281707,0.58513095,1.1627025,240.55554,222.79887,264.52508,,251.61631,298.73952,Neptunian,M,17 36 25.00,+68 20 01.23,0.02128139,0.11944045,0.31127761,0.15128819,0.29511293,0.16040668,0.29511293,0.14603049,0.29511293,0.39387985,0.025704035,0.33991562,1,1,Warm,0,0.5527234,Draco,Dra,Dragon
33,LP 890-9 c,Transit,SPECULOOS Southern Observatory,2022,9/14/2022,25.3,,,1,Mass,1.367,-0.039,0.055,0,8.457463,-2.4e-05,2.4e-05,0,0.03984,-0.00022,0.00022,0,,,,0,89.287,-0.047,0.026,0,,,,0,LP 890-9,,,M6 V,64.13091,-28.315791,04h16m31.42s,-28d18m56.85s,18.0,-0.2,0.2,32.4298,-0.0699,0.0702,2850.0,-75.0,75.0,0,0.12,0.0,0.0,0,0.16,-0.01,0.01,0,-0.028,-0.089,0.089,0,7.2,-3.1,2.2,0,-2.841,-0.012,0.011,0,5.13,-0.05,0.05,0,4.3020554,18.507681,13.538903,9.9040991,0.002371834,0.03984,0.03984,0.03984,0.03984,0.90857617,0.90857617,0.90857617,248.70817,248.70817,248.70817,280.87679,280.87679,280.87679,Terran,M,04 16 31.42,-28 18 56.85,0.001442115,0.031274587,0.083682749,0.039612826,0.079335577,0.042022857,0.079335577,0.038231008,0.079335577,0.10253302,0.006540997,0.24519258,1,1,Warm,1,0.88525109,Eridanus,Eri,River
34,HD 10180 g,Radial Velocity,La Silla Observatory,2010,6/24/2015,21.4,-3.4,3.4,0,Msin(i)/sin(i),4.91,,,0,604.67,-10.42,10.42,0,1.427,-0.028,0.028,0,0.263,-0.152,0.152,0,90.0,,,0,327.0,-59.0,59.0,0,HD 10180,HD 10180,HIP 7599,G1 V,24.473113,-60.511488,01h37m53.55s,-60d30m41.36s,7.33,-0.03,0.03,38.9607,-0.0386,0.0387,5911.0,-19.0,19.0,0,1.06,-0.05,0.05,0,1.11,-0.04,0.04,0,0.08,-0.01,0.01,0,4.3,-0.5,0.5,0,0.173,-0.006,0.006,0,4.39,-0.03,0.03,0,2.0876906,4.3584521,0.88766846,0.18078787,0.028644814,1.4763521,1.051699,1.802301,1.4396275,0.75808279,0.45850635,1.3465332,234.54417,209.62161,274.41256,,236.73467,309.90586,Neptunian,G,01 37 53.55,-60 30 41.36,1.4893611,0.90852178,2.1332227,1.1507512,2.0224891,1.2167117,2.0224891,1.1108064,2.0224891,3.2950633,2.5994767,0.46512698,1,1,Warm,0,0.52217338,Hydrus,Hyi,Little Water Snake
35,GJ 15 A b,Radial Velocity,W. M. Keck Observatory,2014,9/20/2021,3.03,-0.44,0.46,0,Msini,1.55,,,0,11.4407,-0.0016,0.0017,0,0.072,-0.004,0.003,0,0.094,-0.065,0.091,0,,,,0,55.0,-74.0,49.0,0,GJ 15 A,HD 1326,HIP 1475,M1,4.6126677,44.02473,00h18m27.04s,+44d01m29.03s,8.09,-0.1,0.1,3.56228,-0.00055,0.00055,3607.0,-68.0,68.0,0,0.38,-0.05,0.05,0,0.38,-0.05,0.05,0,-0.34,-0.09,0.09,0,,,,0,-1.655,-0.112,0.112,0,4.87,-0.04,0.04,0,1.3981555,1.9548387,1.2611863,0.81366856,0.001303564,0.072318096,0.065232,0.078768,0.072079756,4.2880738,3.5669774,5.2009013,365.96795,350.08605,384.6975,413.3033,395.36718,434.45537,Terran,M,00 18 27.04,+44 01 29.03,0.022130947,0.1215034,0.31363342,0.15390197,0.29734783,0.16314313,0.29734783,0.14855952,0.29734783,0.40166479,0.035263281,0.33415322,0,0,Hot,0,0.53462708,Andromeda,And,Andromeda
36,GJ 3929 c,Radial Velocity,Multiple Observatories,2022,8/1/2022,5.71,-0.94,0.94,0,Msini,2.26,,,0,15.04,-0.03,0.03,0,0.081,-0.002,0.002,0,0.0,,,0,,,,0,90.0,,,0,GJ 3929,,,M3.5 V,239.57757,35.408114,15h58m18.62s,+35d24m29.21s,12.675,-0.023,0.023,15.8095,-0.0095,0.0096,3384.0,-88.0,88.0,0,0.31,-0.02,0.03,0,0.32,-0.01,0.01,0,-0.02,-0.12,0.12,0,7.1,-4.9,4.1,0,-1.963,-0.016,0.019,0,4.89,-0.05,0.05,0,1.5895121,2.5265487,1.1179419,0.49466455,0.002139744,0.081,0.081,0.081,0.081,1.6597014,1.6597014,1.6597014,289.13935,289.13935,289.13935,326.53746,326.53746,326.53746,Superterran,M,15 58 18.62,+35 24 29.21,0.010889301,0.085466024,0.22305163,0.10825469,0.21146837,0.11478299,0.21146837,0.10449185,0.21146837,0.2817499,0.022462829,0.33565139,0,0,Hot,0,0.6752644,Corona Borealis,CrB,Northern Crown
37,K2-125 b,Transit,K2,2017,10/3/2017,5.39,,,0,M-R relationship,2.18,-0.18,0.19,0,21.750264,-0.001957,0.00199,0,0.121,-0.005,0.004,0,0.08,-0.066906,0.161049,0,89.72,-0.21,0.19,0,-3.74,-127.4596,128.585,0,K2-125,,,,204.14188,-14.947819,13h36m34.05s,-14d56m52.15s,16.4,-0.2,0.2,124.156,-0.83,0.83,3654.47,-92.33,99.56,0,0.49,-0.06,0.05,0,0.4,-0.03,0.03,0,,,,0,,,,0,-1.641,-0.118,0.093,0,4.83,0.0,0.0,0,1.5724112,2.4724771,1.1341638,0.52025862,0.002476411,0.1213872,0.11132,0.13068,0.121097,1.5661143,1.3383871,1.8443936,284.63153,273.99658,296.86781,321.44659,309.43609,335.26554,Superterran,M,13 36 34.05,-14 56 52.15,0.022855988,0.12339344,0.31775945,0.15629614,0.30125993,0.16567211,0.30125993,0.15087199,0.30125993,0.40819132,0.041643296,0.36370546,0,0,Hot,0,0.69474456,Virgo,Vir,Virgin
38,LHS 1140 b,Transit,MEarth Project,2017,3/4/2024,5.6,-0.19,0.19,0,Mass,1.73,-0.025,0.025,0,24.73723,-2e-05,2e-05,0,0.0946,-0.0017,0.0017,0,0.043,,,1,89.86,-0.04,0.04,0,,,,0,LHS 1140,,,M4.5 V,11.248632,-15.274109,00h44m59.67s,-15d16m26.79s,14.15,-0.062,0.062,14.9861,-0.0152,0.0153,3096.0,-48.0,48.0,0,0.18,0.0,0.0,0,0.22,0.0,0.0,0,-0.15,-0.09,0.09,0,5.0,,,-1,-2.42,-0.036,0.033,0,5.04,-0.02,0.02,-1,1.7991649,3.2369942,1.8710949,1.0815578,0.002848132,0.094687458,0.0905322,0.0986678,0.094621878,0.4252258,0.39052524,0.4638674,205.63826,201.37798,210.23169,232.23611,227.42479,237.42365,Superterran,M,00 44 59.67,-15 16 26.79,0.003801894,0.050649671,0.13401834,0.064154265,0.12705751,0.068042685,0.12705751,0.061920116,0.12705751,0.16648065,0.011425786,0.2641257,1,1,Warm,2,0.65784339,Cetus,Cet,Whale
39,LHS 1140 c,Transit,Multiple Observatories,2018,3/4/2024,1.91,-0.06,0.06,0,Mass,1.272,-0.026,0.026,0,3.77794,-2e-06,2e-06,0,0.027,-0.0005,0.0005,0,0.05,,,1,89.8,-0.19,0.14,0,,,,0,LHS 1140,,,M4.5 V,11.248632,-15.274109,00h44m59.67s,-15d16m26.79s,14.15,-0.062,0.062,14.9861,-0.0152,0.0153,3096.0,-48.0,48.0,0,0.18,0.0,0.0,0,0.22,0.0,0.0,0,-0.15,-0.09,0.09,0,5.0,,,-1,-2.42,-0.036,0.033,0,5.04,-0.02,0.02,-1,1.2253866,1.5015723,1.1804814,0.92805141,0.000563802,0.02703375,0.02565,0.02835,0.027008444,5.2217493,4.7303565,5.778635,384.90178,375.68441,394.96265,434.68608,424.27651,446.04825,Terran,M,00 44 59.67,-15 16 26.79,0.003801894,0.050649671,0.13401834,0.064154265,0.12705751,0.068042685,0.12705751,0.061920116,0.12705751,0.16648065,0.011425786,0.2641257,0,0,Hot,0,0.51278419,Cetus,Cet,Whale
40,Teegarden's Star b,Radial Velocity,Calar Alto Observatory,2019,3/5/2024,1.16,-0.11,0.12,0,Msini,1.05,,,0,4.90634,-0.00041,0.00041,0,0.0259,-0.0009,0.0008,0,0.03,-0.02,0.04,0,,,,0,338.0,-100.0,133.0,0,Teegarden's Star,,,M7.0 V,43.269145,16.864902,02h53m04.59s,+16d51m53.65s,15.13,-0.2,0.2,3.83078,-0.00397,0.00398,3034.0,-45.0,45.0,0,0.1,-0.01,0.01,0,0.12,-0.01,0.01,0,-0.11,-0.28,0.28,0,8.0,,,-1,-3.141,-0.003,0.003,0,5.19,-0.2,0.2,-1,1.0510765,1.1047619,1.0521542,1.0020516,0.000568865,0.025911655,0.025123,0.026677,0.025902915,1.0779435,1.0156078,1.1451358,259.52272,255.72973,263.52023,293.09014,288.80654,297.60469,Terran,M,02 53 04.59,+16 51 53.65,0.00072277,0.022097557,0.058638083,0.027989303,0.055592337,0.029687447,0.055592337,0.027014175,0.055592337,0.072587822,0.008443761,0.23482256,1,0,Warm,1,0.96836238,Aries,Ari,Ram
41,Teegarden's Star c,Radial Velocity,Calar Alto Observatory,2019,3/5/2024,1.05,-0.13,0.14,0,Msini,1.02,,,0,11.416,-0.003,0.003,0,0.0455,-0.0016,0.0015,0,0.04,-0.03,0.07,0,,,,0,301.0,-74.0,165.0,0,Teegarden's Star,,,M7.0 V,43.269145,16.864902,02h53m04.59s,+16d51m53.65s,15.13,-0.2,0.2,3.83078,-0.00397,0.00398,3034.0,-45.0,45.0,0,0.1,-0.01,0.01,0,0.12,-0.01,0.01,0,-0.11,-0.28,0.28,0,8.0,,,-1,-3.141,-0.003,0.003,0,5.19,-0.2,0.2,-1,1.0145993,1.0294118,1.0092272,0.98943845,0.000956748,0.0455364,0.04368,0.04732,0.045509105,0.34940163,0.32278291,0.37882161,195.79453,192.01154,199.85195,221.11916,216.84687,225.70138,Terran,M,02 53 04.59,+16 51 53.65,0.00072277,0.022097557,0.058638083,0.027989303,0.055592337,0.029687447,0.055592337,0.027014175,0.055592337,0.072587822,0.008443761,0.23482256,1,1,Warm,1,0.65900478,Aries,Ari,Ram
42,Kepler-985 b,Transit,Kepler,2016,4/16/2019,9.17,,,0,M-R relationship,2.98,-0.15,0.14,0,116.3319,-0.001381,0.001381,0,0.4451,,,0,0.0,,,0,89.99,,,0,,,,0,Kepler-985,,,,290.14434,44.049881,19h20m34.64s,+44d02m59.57s,14.904,-0.195,0.195,679.361,-9.097,9.344,5434.0,-61.79,75.03,0,0.91,-0.04,0.03,0,0.85,-0.03,0.03,0,0.0,-0.111,0.098,0,3.39,-2.0,2.53,0,-0.283,,,0,4.54,-0.03,0.02,0,1.7541896,3.0771812,1.0326111,0.34651381,0.00961654,0.4451,0.4451,0.4451,0.4451,2.6307817,2.6307817,2.6307817,324.42993,324.42993,324.42993,,366.39263,366.39263,Neptunian,G,19 20 34.64,+44 02 59.57,0.52119471,0.55278602,1.3156587,0.70017838,1.2473637,0.74064142,1.2473637,0.67591893,1.2473637,1.949233,1.0886781,0.42488551,0,0,Hot,0,0.52606254,Cygnus,Cyg,Swan
43,TOI-2095 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,11/6/2023,4.1,,,1,Mass,1.25,-0.07,0.07,0,17.66484,-7e-05,7e-05,0,0.101,-0.005,0.005,0,0.0,,,0,89.67,-0.1,0.16,0,-17.0,-130.0,140.0,0,TOI-2095,,,M2.5 V,285.63652,75.418514,19h02m32.77s,+75d25m06.65s,13.19,-0.2,0.2,41.9176,-0.05,0.05,3759.0,-87.0,87.0,0,0.44,-0.02,0.02,0,0.44,-0.02,0.02,0,-0.24,-0.04,0.04,0,1.0,,,-1,-1.459,-0.002,0.001,0,5.11,-0.12,0.12,-1,1.811077,3.28,2.624,2.0992,0.002125937,0.101,0.101,0.101,0.101,3.4068833,3.4068833,3.4068833,346.08998,346.08998,346.08998,390.85425,390.85425,390.85425,Terran,M,19 02 32.77,+75 25 06.65,0.034753616,0.15190742,0.38914912,0.19241372,0.36894353,0.20393163,0.36894353,0.18573973,0.36894353,0.50334269,0.048079027,0.27208779,0,0,Hot,0,0.60589256,Draco,Dra,Dragon
44,TOI-712 d,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,10/21/2023,6.68,,,0,M-R relationship,2.474,-0.082,0.09,0,84.8396,-0.0004,0.00043,0,0.3405,-0.0039,0.0041,0,0.073,-0.049,0.064,0,89.817,-0.066,0.11,0,30.0,-140.0,110.0,0,TOI-712,,,K4.5 V,92.936106,-65.825839,06h11m44.67s,-65d49m33.02s,10.838,-0.021,0.021,58.6212,-0.0795,0.0797,4622.0,-59.0,61.0,0,0.73,-0.03,0.03,0,0.67,-0.02,0.02,0,-0.02,-0.043,0.12,0,0.83,-0.28,0.25,0,-0.728,-0.014,0.014,0,4.65,-0.02,0.02,0,1.6431923,2.7000808,1.0913827,0.44114095,0.006603892,0.34140726,0.3156435,0.3653565,0.34072721,1.6178045,1.4014136,1.8776139,287.00952,277.16685,298.19564,324.13215,313.01641,336.76511,Superterran,K,06 11 44.67,-65 49 33.02,0.18706821,0.34433668,0.84599725,0.4361556,0.80207972,0.46177982,0.80207972,0.42106349,0.80207972,1.1677873,0.25069492,0.31225697,0,0,Hot,0,0.65669073,Dorado,Dor,Goldfish
45,Kepler-367 c,Transit,Kepler,2014,4/16/2019,1.87,,,0,M-R relationship,1.2,-0.16,0.16,0,53.578637,-0.000382,0.000382,0,0.253,,,0,0.0,,,0,89.16,,,0,,,,0,Kepler-367,,,,297.29256,49.98175,19h49m10.21s,+49d58m54.30s,13.193,-0.297,0.297,188.027,-0.854,0.86,4710.0,-100.0,100.0,0,0.68,-0.02,0.02,0,0.69,-0.04,0.04,0,0.197,-0.014,0.014,0,2.29,-0.822,1.99,0,-0.617,-0.024,0.02,0,4.63,-0.15,0.15,0,1.2483322,1.5583333,1.2986111,1.0821759,0.003545548,0.253,0.253,0.253,0.253,3.7736269,3.7736269,3.7736269,355.04994,355.04994,355.04994,400.97312,400.97312,400.97312,Terran,K,19 49 10.21,+49 58 54.30,0.24154608,0.3899224,0.95425762,0.49389647,0.90472057,0.52285781,0.90472057,0.47680664,0.90472057,1.3269781,0.28479516,0.36116062,0,0,Hot,0,0.58415034,Cygnus,Cyg,Swan
46,Kepler-1549 b,Transit,Kepler,2016,4/16/2019,7.13,,,0,M-R relationship,2.57,-0.2,0.22,0,214.88655,-0.003111,0.003111,0,0.6687,,,0,0.0,,,0,89.99,,,0,,,,0,Kepler-1549,,,,286.05244,39.096028,19h04m12.59s,+39d05m45.70s,15.353,-0.263,0.263,803.052,-15.785,16.418,5324.0,-124.08,103.58,0,0.88,-0.05,0.04,0,0.84,-0.05,0.07,0,0.02,-0.16,0.15,0,4.79,-3.0,6.7,0,-0.273,,,0,4.54,-0.08,0.04,0,1.6656287,2.7743191,1.0795016,0.42003953,0.013434418,0.6687,0.6687,0.6687,0.6687,1.1927168,1.1927168,1.1927168,266.21594,266.21594,266.21594,,300.64907,300.64907,Neptunian,G,19 04 12.59,+39 05 45.70,0.5333349,0.56260133,1.3439637,0.71261271,1.2741991,0.7538792,1.2741991,0.68793089,1.2741991,1.9718041,0.8911968,0.44508366,1,0,Warm,0,0.68288219,Lyra,Lyr,Lyre
